date,home,away,winner,loser,winner_pts,loser_pts
2026-08-31,Atlanta Braves,San Francisco Giants,San Francisco Giants,Atlanta Braves,7,3
2026-08-31,Cincinnati Reds,San Diego Padres,San Diego Padres,Cincinnati Reds,5,0
2026-08-31,Tampa Bay Rays,New York Mets,New York Mets,Tampa Bay Rays,3,2
2026-08-31,Boston Red Sox,Seattle Mariners,Boston Red Sox,Seattle Mariners,9,8
2026-08-31,Washington Nationals,Miami Marlins,Washington Nationals,Miami Marlins,6,3
2026-08-31,Minnesota Twins,Detroit Tigers,Minnesota Twins,Detroit Tigers,11,1
2026-08-31,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,Milwaukee Brewers,13,3
2026-08-31,Texas Rangers,Athletics,Texas Rangers,Athletics,8,1
2026-08-31,Houston Astros,Chicago White Sox,Houston Astros,Chicago White Sox,6,3
2026-08-31,Colorado Rockies,Baltimore Orioles,Baltimore Orioles,Colorado Rockies,2,1
2026-08-31,Los Angeles Angels,New York Yankees,Los Angeles Angels,New York Yankees,10,1
2026-08-31,Arizona Diamondbacks,Philadelphia Phillies,Philadelphia Phillies,Arizona Diamondbacks,2,1
2026-09-01,Cincinnati Reds,San Diego Padres,Cincinnati Reds,San Diego Padres,4,3
2026-09-01,Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,San Francisco Giants,13,12
2026-09-01,Tampa Bay Rays,New York Mets,Tampa Bay Rays,New York Mets,6,2
2026-09-01,Cleveland Guardians,Toronto Blue Jays,Cleveland Guardians,Toronto Blue Jays,6,1
2026-09-01,Boston Red Sox,Seattle Mariners,Seattle Mariners,Boston Red Sox,9,6
2026-09-01,Washington Nationals,Atlanta Braves,Washington Nationals,Atlanta Braves,9,5
2026-09-01,Minnesota Twins,Detroit Tigers,Minnesota Twins,Detroit Tigers,12,2
2026-09-01,Kansas City Royals,Miami Marlins,Miami Marlins,Kansas City Royals,6,3
2026-09-01,Chicago Cubs,Milwaukee Brewers,Milwaukee Brewers,Chicago Cubs,9,4
2026-09-01,Texas Rangers,Athletics,Texas Rangers,Athletics,8,5
2026-09-01,Houston Astros,Chicago White Sox,Chicago White Sox,Houston Astros,5,1
2026-09-01,Colorado Rockies,Baltimore Orioles,Colorado Rockies,Baltimore Orioles,4,2
2026-09-01,Los Angeles Angels,New York Yankees,New York Yankees,Los Angeles Angels,7,3
2026-09-01,Arizona Diamondbacks,Philadelphia Phillies,Philadelphia Phillies,Arizona Diamondbacks,7,1
2026-09-01,Los Angeles Dodgers,St. Louis Cardinals,St. Louis Cardinals,Los Angeles Dodgers,13,8
2026-09-02,Cincinnati Reds,San Diego Padres,Cincinnati Reds,San Diego Padres,7,3
2026-09-02,Washington Nationals,Atlanta Braves,Atlanta Braves,Washington Nationals,9,0
2026-09-02,Texas Rangers,Athletics,Athletics,Texas Rangers,9,2
2026-09-02,Colorado Rockies,Baltimore Orioles,Colorado Rockies,Baltimore Orioles,6,5
2026-09-02,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia Phillies,1,0
2026-09-02,Boston Red Sox,Seattle Mariners,Seattle Mariners,Boston Red Sox,8,3
2026-09-02,Pittsburgh Pirates,San Francisco Giants,San Francisco Giants,Pittsburgh Pirates,5,4
2026-09-02,Tampa Bay Rays,New York Mets,New York Mets,Tampa Bay Rays,10,4
2026-09-02,Cleveland Guardians,Toronto Blue Jays,Toronto Blue Jays,Cleveland Guardians,10,0
2026-09-02,Minnesota Twins,Detroit Tigers,Detroit Tigers,Minnesota Twins,11,6
2026-09-02,Kansas City Royals,Miami Marlins,Miami Marlins,Kansas City Royals,9,6
2026-09-02,Chicago Cubs,Milwaukee Brewers,Milwaukee Brewers,Chicago Cubs,9,5
2026-09-02,Houston Astros,Chicago White Sox,Houston Astros,Chicago White Sox,2,0
2026-09-02,Los Angeles Angels,New York Yankees,New York Yankees,Los Angeles Angels,6,3
2026-09-02,Los Angeles Dodgers,St. Louis Cardinals,St. Louis Cardinals,Los Angeles Dodgers,8,6
2026-09-03,Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates,San Francisco Giants,5,2
2026-09-03,Cleveland Guardians,Toronto Blue Jays,Toronto Blue Jays,Cleveland Guardians,6,3
2026-09-03,Houston Astros,Chicago White Sox,Houston Astros,Chicago White Sox,6,2
2026-09-03,Baltimore Orioles,Boston Red Sox,Boston Red Sox,Baltimore Orioles,6,5
2026-09-03,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,Milwaukee Brewers,2,1
2026-09-03,Kansas City Royals,Miami Marlins,Kansas City Royals,Miami Marlins,7,3
2026-09-03,Texas Rangers,Tampa Bay Rays,Texas Rangers,Tampa Bay Rays,6,0
2026-09-03,Seattle Mariners,Athletics,Athletics,Seattle Mariners,7,4
2026-09-03,Los Angeles Dodgers,St. Louis Cardinals,Los Angeles Dodgers,St. Louis Cardinals,3,2
2026-09-04,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,Detroit Tigers,7,6
2026-09-04,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,Detroit Tigers,4,3
2026-09-04,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers,Cincinnati Reds,10,7
2026-09-04,Philadelphia Phillies,Atlanta Braves,Atlanta Braves,Philadelphia Phillies,5,2
2026-09-04,Pittsburgh Pirates,Los Angeles Angels,Pittsburgh Pirates,Los Angeles Angels,1,0
2026-09-04,Baltimore Orioles,Boston Red Sox,Boston Red Sox,Baltimore Orioles,1,0
2026-09-04,New York Mets,San Francisco Giants,New York Mets,San Francisco Giants,10,6
2026-09-04,Miami Marlins,Chicago Cubs,Chicago Cubs,Miami Marlins,6,1
2026-09-04,Chicago White Sox,Minnesota Twins,Chicago White Sox,Minnesota Twins,4,1
2026-09-04,Texas Rangers,Tampa Bay Rays,Tampa Bay Rays,Texas Rangers,7,6
2026-09-04,Houston Astros,Arizona Diamondbacks,Houston Astros,Arizona Diamondbacks,3,1
2026-09-04,Kansas City Royals,Toronto Blue Jays,Toronto Blue Jays,Kansas City Royals,9,2
2026-09-04,Colorado Rockies,St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,7,6
2026-09-04,San Diego Padres,New York Yankees,San Diego Padres,New York Yankees,3,2
2026-09-04,Los Angeles Dodgers,Washington Nationals,Los Angeles Dodgers,Washington Nationals,5,3
2026-09-04,Seattle Mariners,Athletics,Athletics,Seattle Mariners,7,6
2026-09-05,New York Mets,San Francisco Giants,San Francisco Giants,New York Mets,9,5
2026-09-05,Miami Marlins,Chicago Cubs,Chicago Cubs,Miami Marlins,6,5
2026-09-05,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,4,2
2026-09-05,Cleveland Guardians,Detroit Tigers,Detroit Tigers,Cleveland Guardians,6,0
2026-09-05,Pittsburgh Pirates,Los Angeles Angels,Los Angeles Angels,Pittsburgh Pirates,6,1
2026-09-05,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,5,3
2026-09-05,Baltimore Orioles,Boston Red Sox,Boston Red Sox,Baltimore Orioles,5,0
2026-09-05,Texas Rangers,Tampa Bay Rays,Tampa Bay Rays,Texas Rangers,6,3
2026-09-05,Kansas City Royals,Toronto Blue Jays,Toronto Blue Jays,Kansas City Royals,4,3
2026-09-05,Chicago White Sox,Minnesota Twins,Minnesota Twins,Chicago White Sox,6,4
2026-09-05,Houston Astros,Arizona Diamondbacks,Arizona Diamondbacks,Houston Astros,4,3
2026-09-05,San Diego Padres,New York Yankees,New York Yankees,San Diego Padres,5,1
2026-09-05,Colorado Rockies,St. Louis Cardinals,Colorado Rockies,St. Louis Cardinals,10,7
2026-09-05,Los Angeles Dodgers,Washington Nationals,Los Angeles Dodgers,Washington Nationals,6,5
2026-09-05,Seattle Mariners,Athletics,Athletics,Seattle Mariners,6,2
2026-09-06,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,12,8
2026-09-06,Philadelphia Phillies,Atlanta Braves,Atlanta Braves,Philadelphia Phillies,5,4
2026-09-06,Baltimore Orioles,Boston Red Sox,Boston Red Sox,Baltimore Orioles,3,1
2026-09-06,Pittsburgh Pirates,Los Angeles Angels,Pittsburgh Pirates,Los Angeles Angels,1,0
2026-09-06,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,Detroit Tigers,3,2
2026-09-06,New York Mets,San Francisco Giants,New York Mets,San Francisco Giants,4,2
2026-09-06,Miami Marlins,Chicago Cubs,Miami Marlins,Chicago Cubs,10,3
2026-09-06,Houston Astros,Arizona Diamondbacks,Arizona Diamondbacks,Houston Astros,3,2
2026-09-06,Kansas City Royals,Toronto Blue Jays,Kansas City Royals,Toronto Blue Jays,6,1
2026-09-06,Texas Rangers,Tampa Bay Rays,Texas Rangers,Tampa Bay Rays,8,6
2026-09-06,Colorado Rockies,St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,10,8
2026-09-06,Seattle Mariners,Athletics,Seattle Mariners,Athletics,2,0
2026-09-06,San Diego Padres,New York Yankees,San Diego Padres,New York Yankees,4,3
2026-09-06,Chicago White Sox,Minnesota Twins,Chicago White Sox,Minnesota Twins,10,1
2026-09-06,Los Angeles Dodgers,Washington Nationals,Los Angeles Dodgers,Washington Nationals,7,5
2026-09-07,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,1,0
2026-09-07,Miami Marlins,New York Mets,New York Mets,Miami Marlins,9,4
2026-09-07,Boston Red Sox,Los Angeles Angels,Boston Red Sox,Los Angeles Angels,5,2
2026-09-07,Baltimore Orioles,Cleveland Guardians,Baltimore Orioles,Cleveland Guardians,6,4
2026-09-07,Kansas City Royals,Arizona Diamondbacks,Arizona Diamondbacks,Kansas City Royals,5,4
2026-09-07,Milwaukee Brewers,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,4,3
2026-09-07,Detroit Tigers,Minnesota Twins,Detroit Tigers,Minnesota Twins,5,4
2026-09-07,San Diego Padres,Washington Nationals,San Diego Padres,Washington Nationals,3,2
2026-09-07,San Francisco Giants,St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,5,4
2026-09-07,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers,Cincinnati Reds,6,3
2026-09-07,Athletics,Toronto Blue Jays,Athletics,Toronto Blue Jays,6,5
2026-09-08,Baltimore Orioles,Cleveland Guardians,Cleveland Guardians,Baltimore Orioles,9,5
2026-09-08,Detroit Tigers,Minnesota Twins,Minnesota Twins,Detroit Tigers,3,2
2026-09-08,Philadelphia Phillies,Houston Astros,Houston Astros,Philadelphia Phillies,6,5
2026-09-08,Miami Marlins,New York Mets,New York Mets,Miami Marlins,7,5
2026-09-08,Boston Red Sox,Los Angeles Angels,Los Angeles Angels,Boston Red Sox,6,1
2026-09-08,New York Yankees,Colorado Rockies,New York Yankees,Colorado Rockies,5,3
2026-09-08,Atlanta Braves,Tampa Bay Rays,Tampa Bay Rays,Atlanta Braves,7,1
2026-09-08,Kansas City Royals,Arizona Diamondbacks,Arizona Diamondbacks,Kansas City Royals,5,3
2026-09-08,Chicago White Sox,Pittsburgh Pirates,Pittsburgh Pirates,Chicago White Sox,9,3
2026-09-08,Milwaukee Brewers,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,4,3
2026-09-08,San Diego Padres,Washington Nationals,San Diego Padres,Washington Nationals,5,4
2026-09-08,Seattle Mariners,Texas Rangers,Texas Rangers,Seattle Mariners,10,5
2026-09-08,Athletics,Toronto Blue Jays,Toronto Blue Jays,Athletics,4,2
2026-09-08,San Francisco Giants,St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,2,1
2026-09-08,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers,Cincinnati Reds,3,2
2026-09-09,Detroit Tigers,Minnesota Twins,Detroit Tigers,Minnesota Twins,7,2
2026-09-09,Athletics,Toronto Blue Jays,Athletics,Toronto Blue Jays,2,0
2026-09-09,San Francisco Giants,St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,7,6
2026-09-09,San Diego Padres,Washington Nationals,San Diego Padres,Washington Nationals,9,2
2026-09-09,Seattle Mariners,Texas Rangers,Seattle Mariners,Texas Rangers,3,2
2026-09-09,Baltimore Orioles,Cleveland Guardians,Baltimore Orioles,Cleveland Guardians,9,5
2026-09-09,Philadelphia Phillies,Houston Astros,Philadelphia Phillies,Houston Astros,11,7
2026-09-09,Miami Marlins,New York Mets,New York Mets,Miami Marlins,15,14
2026-09-09,Boston Red Sox,Los Angeles Angels,Los Angeles Angels,Boston Red Sox,6,4
2026-09-09,New York Yankees,Colorado Rockies,New York Yankees,Colorado Rockies,6,1
2026-09-09,Atlanta Braves,Tampa Bay Rays,Tampa Bay Rays,Atlanta Braves,7,2
2026-09-09,Kansas City Royals,Arizona Diamondbacks,Kansas City Royals,Arizona Diamondbacks,5,2
2026-09-09,Chicago White Sox,Pittsburgh Pirates,Pittsburgh Pirates,Chicago White Sox,4,2
2026-09-09,Milwaukee Brewers,Chicago Cubs,Milwaukee Brewers,Chicago Cubs,8,6
2026-09-09,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers,Cincinnati Reds,11,1
2026-09-10,Atlanta Braves,Tampa Bay Rays,Atlanta Braves,Tampa Bay Rays,3,1
2026-09-10,Philadelphia Phillies,Houston Astros,Houston Astros,Philadelphia Phillies,2,1
2026-09-10,Seattle Mariners,Texas Rangers,Seattle Mariners,Texas Rangers,4,3
2026-09-10,New York Yankees,Colorado Rockies,New York Yankees,Colorado Rockies,10,3
2026-09-10,Chicago White Sox,Pittsburgh Pirates,Pittsburgh Pirates,Chicago White Sox,2,0
2026-09-11,Chicago Cubs,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,12,2
2026-09-11,Detroit Tigers,Colorado Rockies,Detroit Tigers,Colorado Rockies,6,2
2026-09-11,Washington Nationals,Los Angeles Angels,Washington Nationals,Los Angeles Angels,4,3
2026-09-11,New York Yankees,New York Mets,New York Yankees,New York Mets,6,4
2026-09-11,Toronto Blue Jays,Baltimore Orioles,Baltimore Orioles,Toronto Blue Jays,7,4
2026-09-11,Boston Red Sox,Kansas City Royals,Kansas City Royals,Boston Red Sox,3,2
2026-09-11,Tampa Bay Rays,Houston Astros,Tampa Bay Rays,Houston Astros,3,1
2026-09-11,Miami Marlins,Los Angeles Dodgers,Los Angeles Dodgers,Miami Marlins,6,2
2026-09-11,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,6,5
2026-09-11,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,10,0
2026-09-11,Minnesota Twins,Cleveland Guardians,Cleveland Guardians,Minnesota Twins,5,2
2026-09-11,St. Louis Cardinals,Chicago White Sox,St. Louis Cardinals,Chicago White Sox,7,3
2026-09-11,Athletics,Seattle Mariners,Athletics,Seattle Mariners,6,5
2026-09-11,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks,Texas Rangers,9,1
2026-09-11,San Francisco Giants,San Diego Padres,San Diego Padres,San Francisco Giants,7,5
2026-09-12,Detroit Tigers,Colorado Rockies,Detroit Tigers,Colorado Rockies,11,7
2026-09-12,New York Yankees,New York Mets,New York Mets,New York Yankees,12,2
2026-09-12,Chicago Cubs,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,4,3
2026-09-12,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles,7,3
2026-09-12,Washington Nationals,Los Angeles Angels,Washington Nationals,Los Angeles Angels,6,5
2026-09-12,San Francisco Giants,San Diego Padres,San Diego Padres,San Francisco Giants,7,6
2026-09-12,Boston Red Sox,Kansas City Royals,Boston Red Sox,Kansas City Royals,5,1
2026-09-12,Minnesota Twins,Cleveland Guardians,Minnesota Twins,Cleveland Guardians,4,3
2026-09-12,Miami Marlins,Los Angeles Dodgers,Miami Marlins,Los Angeles Dodgers,4,3
2026-09-12,Tampa Bay Rays,Houston Astros,Tampa Bay Rays,Houston Astros,3,2
2026-09-12,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds,13,9
2026-09-12,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,12,2
2026-09-12,St. Louis Cardinals,Chicago White Sox,Chicago White Sox,St. Louis Cardinals,6,5
2026-09-12,Arizona Diamondbacks,Texas Rangers,Texas Rangers,Arizona Diamondbacks,6,2
2026-09-12,Athletics,Seattle Mariners,Seattle Mariners,Athletics,11,1
2026-09-13,Detroit Tigers,Colorado Rockies,Detroit Tigers,Colorado Rockies,8,1
2026-09-13,Washington Nationals,Los Angeles Angels,Washington Nationals,Los Angeles Angels,6,5
2026-09-13,Atlanta Braves,Philadelphia Phillies,Philadelphia Phillies,Atlanta Braves,9,4
2026-09-13,New York Yankees,New York Mets,New York Yankees,New York Mets,2,0
2026-09-13,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles,8,1
2026-09-13,Tampa Bay Rays,Houston Astros,Tampa Bay Rays,Houston Astros,14,4
2026-09-13,Miami Marlins,Los Angeles Dodgers,Miami Marlins,Los Angeles Dodgers,6,4
2026-09-13,Minnesota Twins,Cleveland Guardians,Cleveland Guardians,Minnesota Twins,9,2
2026-09-13,Milwaukee Brewers,Cincinnati Reds,Cincinnati Reds,Milwaukee Brewers,4,3
2026-09-13,St. Louis Cardinals,Chicago White Sox,St. Louis Cardinals,Chicago White Sox,3,1
2026-09-13,Chicago Cubs,Pittsburgh Pirates,Pittsburgh Pirates,Chicago Cubs,4,3
2026-09-13,Boston Red Sox,Kansas City Royals,Boston Red Sox,Kansas City Royals,4,1
2026-09-13,Athletics,Seattle Mariners,Athletics,Seattle Mariners,8,7
2026-09-13,Arizona Diamondbacks,Texas Rangers,Texas Rangers,Arizona Diamondbacks,7,6
2026-09-13,San Francisco Giants,San Diego Padres,San Diego Padres,San Francisco Giants,6,4
2026-09-14,Cincinnati Reds,Los Angeles Dodgers,Los Angeles Dodgers,Cincinnati Reds,4,1
2026-09-14,Cleveland Guardians,Chicago White Sox,Chicago White Sox,Cleveland Guardians,7,3
2026-09-14,Toronto Blue Jays,Detroit Tigers,Detroit Tigers,Toronto Blue Jays,6,5
2026-09-14,New York Mets,Baltimore Orioles,Baltimore Orioles,New York Mets,2,1
2026-09-14,Chicago Cubs,Atlanta Braves,Chicago Cubs,Atlanta Braves,7,3
2026-09-14,Minnesota Twins,New York Yankees,New York Yankees,Minnesota Twins,8,3
2026-09-14,St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,San Francisco Giants,2,1
2026-09-14,Colorado Rockies,San Diego Padres,San Diego Padres,Colorado Rockies,8,7
2026-09-14,Los Angeles Angels,Seattle Mariners,Los Angeles Angels,Seattle Mariners,6,4
2026-09-14,Arizona Diamondbacks,Miami Marlins,Arizona Diamondbacks,Miami Marlins,8,7
2026-09-15,Cincinnati Reds,Los Angeles Dodgers,Los Angeles Dodgers,Cincinnati Reds,4,0
2026-09-15,Tampa Bay Rays,Athletics,Tampa Bay Rays,Athletics,2,1
2026-09-15,Cleveland Guardians,Chicago White Sox,Cleveland Guardians,Chicago White Sox,7,6
2026-09-15,Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,5,1
2026-09-15,Washington Nationals,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,6,3
2026-09-15,Toronto Blue Jays,Detroit Tigers,Detroit Tigers,Toronto Blue Jays,10,1
2026-09-15,New York Mets,Baltimore Orioles,Baltimore Orioles,New York Mets,7,5
2026-09-15,Chicago Cubs,Atlanta Braves,Atlanta Braves,Chicago Cubs,6,3
2026-09-15,Minnesota Twins,New York Yankees,New York Yankees,Minnesota Twins,8,1
2026-09-15,St. Louis Cardinals,San Francisco Giants,San Francisco Giants,St. Louis Cardinals,10,3
2026-09-15,Texas Rangers,Boston Red Sox,Texas Rangers,Boston Red Sox,4,2
2026-09-15,Houston Astros,Kansas City Royals,Houston Astros,Kansas City Royals,4,2
2026-09-15,Colorado Rockies,San Diego Padres,Colorado Rockies,San Diego Padres,9,3
2026-09-15,Los Angeles Angels,Seattle Mariners,Los Angeles Angels,Seattle Mariners,2,1
2026-09-15,Arizona Diamondbacks,Miami Marlins,Miami Marlins,Arizona Diamondbacks,4,2
2026-09-16,Cleveland Guardians,Chicago White Sox,Cleveland Guardians,Chicago White Sox,6,3
2026-09-16,St. Louis Cardinals,San Francisco Giants,San Francisco Giants,St. Louis Cardinals,6,5
2026-09-16,Minnesota Twins,New York Yankees,Minnesota Twins,New York Yankees,5,4
2026-09-16,Toronto Blue Jays,Detroit Tigers,Toronto Blue Jays,Detroit Tigers,5,1
2026-09-16,Cincinnati Reds,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers,6,2
2026-09-16,Tampa Bay Rays,Athletics,Tampa Bay Rays,Athletics,4,3
2026-09-16,Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,5,4
2026-09-16,Washington Nationals,Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,3,0
2026-09-16,New York Mets,Baltimore Orioles,Baltimore Orioles,New York Mets,7,1
2026-09-16,Chicago Cubs,Atlanta Braves,Chicago Cubs,Atlanta Braves,8,4
2026-09-16,Texas Rangers,Boston Red Sox,Texas Rangers,Boston Red Sox,7,3
2026-09-16,Houston Astros,Kansas City Royals,Kansas City Royals,Houston Astros,5,2
2026-09-16,Colorado Rockies,San Diego Padres,San Diego Padres,Colorado Rockies,9,3
2026-09-16,Los Angeles Angels,Seattle Mariners,Seattle Mariners,Los Angeles Angels,7,2
2026-09-16,Arizona Diamondbacks,Miami Marlins,Miami Marlins,Arizona Diamondbacks,4,3
2026-09-17,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee Brewers,7,4
2026-09-17,Cincinnati Reds,Los Angeles Dodgers,Los Angeles Dodgers,Cincinnati Reds,8,2
2026-09-17,Tampa Bay Rays,Athletics,Tampa Bay Rays,Athletics,10,1
2026-09-17,Colorado Rockies,San Diego Padres,San Diego Padres,Colorado Rockies,9,2
2026-09-17,Houston Astros,Kansas City Royals,Houston Astros,Kansas City Royals,6,2
2026-09-17,New York Mets,Philadelphia Phillies,Philadelphia Phillies,New York Mets,3,0
2026-09-17,Chicago White Sox,Detroit Tigers,Chicago White Sox,Detroit Tigers,3,1
2026-09-17,Texas Rangers,Boston Red Sox,Boston Red Sox,Texas Rangers,4,3
2026-09-17,Los Angeles Angels,Minnesota Twins,Los Angeles Angels,Minnesota Twins,5,4
2026-09-18,Cincinnati Reds,Chicago Cubs,Cincinnati Reds,Chicago Cubs,6,4
2026-09-18,Pittsburgh Pirates,Kansas City Royals,Pittsburgh Pirates,Kansas City Royals,8,5
2026-09-18,Baltimore Orioles,Milwaukee Brewers,Milwaukee Brewers,Baltimore Orioles,6,5
2026-09-18,Cleveland Guardians,Athletics,Cleveland Guardians,Athletics,5,3
2026-09-18,Tampa Bay Rays,Boston Red Sox,Boston Red Sox,Tampa Bay Rays,4,2
2026-09-18,New York Mets,Philadelphia Phillies,New York Mets,Philadelphia Phillies,6,3
2026-09-18,Chicago White Sox,Detroit Tigers,Detroit Tigers,Chicago White Sox,11,8
2026-09-18,Texas Rangers,Toronto Blue Jays,Texas Rangers,Toronto Blue Jays,7,1
2026-09-18,Colorado Rockies,Seattle Mariners,Seattle Mariners,Colorado Rockies,5,4
2026-09-18,Houston Astros,Atlanta Braves,Atlanta Braves,Houston Astros,6,2
2026-09-18,St. Louis Cardinals,Washington Nationals,Washington Nationals,St. Louis Cardinals,9,1
2026-09-18,Los Angeles Angels,Minnesota Twins,Minnesota Twins,Los Angeles Angels,3,0
